Name,Comment,Time,Likes,Reply Count
Raktim Chowdhury,The background score is awesome 😍😍😍,2022-11-02T13:43:11Z,0,0
Monster Boomer,"Oh boy, now I am gonna have to play Subnautica again.",2022-11-02T13:43:10Z,0,0
Cole Kesten,Cannot wait to see Jake run into Colonel Quaritch in his new avatar body,2022-11-02T13:43:09Z,0,0
Helksinx,El cgi está increíble wow,2022-11-02T13:43:05Z,0,0
Riad Rashed,Can't wait for the movie,2022-11-02T13:43:04Z,0,0
Jesus Christ,Wish heaven look like this,2022-11-02T13:43:03Z,0,0
ZuRechtGefürchtet,Am I the only one who thought this looked underwhelming? Or at its very worst stupid even?,2022-11-02T13:43:03Z,0,0
Raptorious,Now I wonder if they brought Alex Ries to design most of the sea life,2022-11-02T13:43:02Z,0,0
Braydox Astora,its like this movie was made to sell tv&quot;s,2022-11-02T13:43:02Z,0,0
Lucha veer,Waiting from a long time 😍so excited,2022-11-02T13:43:02Z,0,0
Sorry..I am a bad guy.,Avatar 1 The dream of James Cameron.<br><br>Avatar 2 The dream of audiance.,2022-11-02T13:43:01Z,1,0
Nikhil Willington,Beautiful....,2022-11-02T13:43:00Z,0,0
Mr. Bane,I like the nod to Terminator when he crushes the human skull,2022-11-02T13:42:56Z,1,0
Srivathsava,Waited a lot,2022-11-02T13:42:56Z,0,0
Wahyu Margadian,can u beat ENDGAME?,2022-11-02T13:42:55Z,0,0
aaronaton,This could be one of the best looking cartoons to come out in years.,2022-11-02T13:42:55Z,0,0
A R,Überhypter zu teurer Kitsch. Was hätte man alles gutes mit dem Geld machen können.,2022-11-02T13:42:55Z,0,0
io-zh ik,americanpieceofshit,2022-11-02T13:42:54Z,0,0
Double Oof,"This is gonna be one of the movies of all time. The CG is animated, and the actors performed. Truly a movie.",2022-11-02T13:42:52Z,126,9
Mark Arandjus,James Cameron doesn't do what James Cameron does for James Cameron.<br><br>James Cameron does what James Cameron does because James Cameron is... James Cameron.,2022-11-02T13:42:51Z,0,0
Anthony Cooks,Lots of gorgeous CGI. But am I the only one who thinks this looks boring as hell?  And it’s over three hours long.,2022-11-02T13:42:51Z,0,0
Michael Bee,Trashhhhh,2022-11-02T13:42:49Z,0,0
Devesh Jaluthria,Mesmerizing trailer 💕,2022-11-02T13:42:49Z,0,0
Iam Legend,amazing,2022-11-02T13:42:48Z,0,0
Darth Malins,Distributed By Walt Disney Studios Motion Pictures,2022-11-02T13:42:47Z,0,0
F A L K E Nメ,&quot;Sahelum&quot; &quot;Mend the bond&quot;,2022-11-02T13:42:47Z,0,0
whatthef911,Does it compare to Terminator 2 and the Silicon Graphics Reality Engine?,2022-11-02T13:42:47Z,0,0
Saghir Hussain,Is that the Papyrus font?,2022-11-02T13:42:46Z,0,0
Gk's,welcome to pandora,2022-11-02T13:42:45Z,0,0
FREAK JOGA,💩💩💩,2022-11-02T13:42:44Z,0,0
Nazar Stasiv,Gooooooooosebumps,2022-11-02T13:42:43Z,0,0
TEDD J,CGI killed my whole family... the whole 5 hours of this movie will give me PTSD,2022-11-02T13:42:42Z,0,0
Matt,this looks like it's going to be a boring movie,2022-11-02T13:42:42Z,0,0
Luu Binh An,I see you 😂,2022-11-02T13:42:40Z,0,0
pbilk,Hot off the press! I am so excited I saw thie came out just before work started this morning. 🙂,2022-11-02T13:42:40Z,0,0
Vamshi Kumar,All records have been broken Beautiful Trailer 🌊🌊🌊,2022-11-02T13:42:38Z,0,0
one piece world,To conquer the box office 🔥🔥,2022-11-02T13:42:37Z,0,0
Get Some Wrestling,We all waited 13 years for this Avatar 2.💙 from India,2022-11-02T13:42:34Z,0,0
XHAD,Where is the 4K option?,2022-11-02T13:42:34Z,0,0
Tackrin,can't wait to watch 2vatar: they can swim now,2022-11-02T13:42:34Z,0,0
malachai uys,The wait was worth it💙,2022-11-02T13:42:33Z,0,0
Joyel,Indian comment box 🤣🤣,2022-11-02T13:42:33Z,1,0
NAGAI VLOGGER,❤️😬,2022-11-02T13:42:33Z,0,0
BETAGAMES HD,May be see Avatar frontier of pandora video game in next years,2022-11-02T13:42:31Z,0,0
Voldermortization,“This girl is the key to everything” vibes,2022-11-02T13:42:30Z,0,0
Faisal 123,Next Oscar's 💪💪💪❤❤❤❤,2022-11-02T13:42:29Z,0,0
Epix forme,"Hmmmm, seems Not the feeling like 2009",2022-11-02T13:42:29Z,0,0
Kwame BushMan,I can already tell the CGI is going to be trash. Let's hope the acting isn't like the CGI,2022-11-02T13:42:28Z,1,0
Flavio Taneli,Am I the only one to think most of the scenes look like a frkn cartoon or video game !?!,2022-11-02T13:42:28Z,0,0
Cnon,Everyone's dream to one time experience Avatar,2022-11-02T13:42:28Z,0,0
Bishal Pandit,Time to break Avenger's record. 😉,2022-11-02T13:42:27Z,0,0
bred nbudr,Okay but I'm rooting for the humans this time.,2022-11-02T13:42:26Z,0,0
Pisky,hello,2022-11-02T13:42:25Z,0,0
Shanker K,A movie which is filmed in IMAX 120fps but they don’t even give you 4K 60fps video out in their own channel it’s just 1080p video qualm we get .. what do we need to wait for other channels to upscale to 4K ???🤦‍♂️🤦‍♂️🤦‍♂️,2022-11-02T13:42:25Z,1,0
Broken guardian angel,Just as beautiful as I remembered Avatar to have been. Cannot wait for the sequels.  I just hope they are worth the wait.,2022-11-02T13:42:25Z,0,0
Dan iel,what is the kid the &quot;avatar&quot; of Ewe?,2022-11-02T13:42:24Z,0,0
so Đạtk,nice,2022-11-02T13:42:23Z,0,0
Sahil Kadu96,Huge box office incoming!!!,2022-11-02T13:42:20Z,0,0
Kxerx,&lt;3,2022-11-02T13:42:19Z,0,0
Chris,I don’t feel excited by this trailer but that’s not stopping anything . I know the movie will be great,2022-11-02T13:42:14Z,0,0
logXgamers,This movie will create a history and break all records 🔥,2022-11-02T13:42:12Z,2,0
monesh skv,Avatar 2 Tamil fans...,2022-11-02T13:42:12Z,0,0
SummerTime High,Finally! We waited years for this. Been through half my life already,2022-11-02T13:42:12Z,0,0
Efex B.,"Maah that's shitty, what a waste of time and talent.. Cameron could have made such interesting movies instead",2022-11-02T13:42:12Z,0,0
•Tobios Sippy Cup•,"Bro I’ve been waiting for this mannnn, wish more people in me life actually liked the previous movie 😭",2022-11-02T13:42:11Z,0,0
Dielectric Truth,🙂,2022-11-02T13:42:09Z,0,0
Parzifal !,Waiting for this masterpiece💥💥,2022-11-02T13:42:09Z,0,0
AlecTheMinnis,Bet..,2022-11-02T13:42:08Z,0,0
Enrique G,Meh!,2022-11-02T13:42:08Z,0,0
David Cole,This should be a good movie. Be surprised if it is not.,2022-11-02T13:42:07Z,1,0
Luke Skywalker,Meh,2022-11-02T13:42:06Z,0,0
Amirash Rios,i thought they were supposed to be bald and bend airs,2022-11-02T13:42:04Z,0,0
Judy Ehab,"oh my god this looks so good, i cant even imagine how beautiful its going to be in the cinema, literally cant wait.",2022-11-02T13:42:04Z,0,0
anonymous stout,"No matter how many times the human were the bad guys. I will still be rooting for them, glory to the imperium!",2022-11-02T13:42:04Z,0,0
Yanula Rathnasekara,💙💙💙,2022-11-02T13:42:03Z,0,0
Zoom Zoom,The humans better come back and kick some ass man humanity on top,2022-11-02T13:42:03Z,1,0
Abhijith Raaghu,😍😍😍😍🔥🔥🔥🔥🔥💙💙💙,2022-11-02T13:42:03Z,0,0
DerpEye,"I saw the original at the cinema. The ending already looked like bullshit, but ok. Now, wtf is this? Do they again defeat humans with sticks and magic? Cmon, where's orbital bombardment, where's the real invasion force? I mean, you can't have the suspension of disbelief when you see something this obviously absurd. Like imagine if the africans defeated the british empire with sand bending and sticks. Yeah, that did not happen.",2022-11-02T13:42:03Z,0,0
malachai uys,This is going to be a sick end to 2022 - first Black Panther then this!!,2022-11-02T13:42:02Z,0,0
Prashant Chaudhari,THE ROYAL AVATAR MOVIE 🔥💙,2022-11-02T13:42:01Z,0,0
Uddipta Kundu,Atleast this time they didn't use the Papyrus font,2022-11-02T13:42:00Z,0,0
A'TIN Blue Ocean,&quot;Mighty&quot; <br>I am already in love with this movie.,2022-11-02T13:41:59Z,0,0
Ayush Jain,Why this trailer is not available in 4K? You are making a visual spectacle and I can't even get to see trailer in 4k.,2022-11-02T13:41:59Z,0,0
Sippy Kupp,This looks like the exact same plot.,2022-11-02T13:41:59Z,0,0
Alex,The numbers mason,2022-11-02T13:41:59Z,0,0
Santhosh Goudikar,Boss is  back,2022-11-02T13:41:58Z,0,0
LeibSeven,I’m hoped this movie beat the first one,2022-11-02T13:41:58Z,0,0
prince gupta,Woooohooop,2022-11-02T13:41:56Z,0,0
Thulasikan Thulasikan,World 🌎 cinema 📽️,2022-11-02T13:41:55Z,0,0
Bittu Vision,What a trailer 🔥🔥 with awesome VFX,2022-11-02T13:41:54Z,1,0
kurmai,Лучше игру запилили бы нормальную,2022-11-02T13:41:54Z,0,0
Ya gayl dun get it,Is the audio messed up?,2022-11-02T13:41:54Z,0,0
Nassim Sahili,"Serious TERMINATOR / ALIENS vibes at <a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=1m21s"">1:21</a> can't wait to see it in 3D",2022-11-02T13:41:53Z,0,0
madras65,"This is a like a roller coaster ride.. you know exactly where its going, when its gonna take a turn and bend… but still it will make you scream your heart out when you are experiencing it! Thats Avatar!",2022-11-02T13:41:53Z,0,0
YoutubeHub,1080p.. really?,2022-11-02T13:41:53Z,1,0
marcelo felipe,cinema 2,2022-11-02T13:41:50Z,0,0
Jakson1936,No thanks.,2022-11-02T13:41:50Z,0,0
Carlos_A_M,ngl as long as we see more venture star action and the humans don't lose it will be a good movie imo,2022-11-02T13:41:49Z,0,0
Daniel,&quot;Avatar: The Way of Water&quot; is a brilliant sequel to The Last Airbender!!! I cannot wait to watch this,2022-11-02T13:41:49Z,0,0
V For Voice,I dont like cartoons,2022-11-02T13:41:48Z,0,0
Sky Lukewalker,The first movie is hands down the most overrated movie of all time,2022-11-02T13:41:47Z,0,0
Leroy Furious,The best part of this trailer is when Jake said &quot;It's Sullin' time!&quot;,2022-11-02T13:41:46Z,0,0
Memento,"Looks cool but story wise it cant live up to The first movie with The human actors, spaceship and origin story. This will be all eye candy without depth",2022-11-02T13:41:46Z,0,0
XanderDDS,"it's no Morbius, but it looks okay i guess.",2022-11-02T13:41:44Z,1,0
Dhifa Agustina,"Oh god. Kiri, jake's daughter, she so beautiful....",2022-11-02T13:41:43Z,0,0
Sherlock Holmes,Why this video not on trending page,2022-11-02T13:41:43Z,0,0
k,This film is late for 10 years,2022-11-02T13:41:43Z,0,1
Aayush Deshmukh,literal chills,2022-11-02T13:41:43Z,1,0
Mert Bince,Eyegasm of a movie. Pandora is truly on the most beautiful fictional planets,2022-11-02T13:41:42Z,1,0
nurwanto basuki,Dont really care about stories the only reason i watch this movie is mostly because of the CG,2022-11-02T13:41:41Z,0,0
Pranav A,D I V I N E ✨,2022-11-02T13:41:39Z,0,0
Jordan J.,300 years later..,2022-11-02T13:41:39Z,0,0
Kadir Öztürk,The visuality is stunning but if the story is just another war that would be dissappointing.,2022-11-02T13:41:34Z,1,1
Vlad Diterov,13 years... the Long Winter is ending,2022-11-02T13:41:34Z,0,0
Familia,This is the way…the Way of the Water.,2022-11-02T13:41:34Z,0,0
RENOOP M,സൂപ്പർ നന്നായിട്ടുണ്ട്  ഐ   ഇമ്പ്രെസ്സ്ഡ്,2022-11-02T13:41:32Z,0,0
ReHaN,1.5m in 1hour💀,2022-11-02T13:41:31Z,0,0
Lo-Tar,13 years later and the trailer drops today!!!,2022-11-02T13:41:31Z,0,0
Suni Doma,i dunno.....its giving little mermaid 2 sorta not like AVATAR the vibes and CG seem so WOKE..... if one of the natives are non binary im KMS,2022-11-02T13:41:31Z,0,0
Moses Falconi,This movie is going to lose so much money but my god I can't wait to watch it like 20 times!!,2022-11-02T13:41:30Z,0,0
Shibasis Ghosh,I can't be the only one thinking of the jokes from the title right?,2022-11-02T13:41:30Z,0,0
Havinash Chathurthi,Cannotttt wwaaaiitttt,2022-11-02T13:41:29Z,0,0
Divya Menon,"I missed the recent Avatar re-release :( wish the makers would re-release it for the second time, just so I could watch it in theatres :)",2022-11-02T13:41:26Z,0,0
SLK Velan,தமிழ் சினிமா ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,2022-11-02T13:41:25Z,0,0
hello its me,Iam so skeptical about this one...,2022-11-02T13:41:25Z,0,0
Constantine K,4k? No? dislike,2022-11-02T13:41:25Z,0,0
"Not interested, but I'm here anyway",Good looking animation movie.,2022-11-02T13:41:24Z,0,0
Naveenkumar Durairajan,👌,2022-11-02T13:41:21Z,0,0
Vis Via,Some of the shorts looks like Clay Animation,2022-11-02T13:41:21Z,0,0
iDaa OSM,I have waited 12 years for this,2022-11-02T13:41:20Z,0,0
Huev0,We spent the whole budget on water: The movie,2022-11-02T13:41:20Z,0,0
Aനൂप,അവതാർ 🔥,2022-11-02T13:41:19Z,1,0
$ P@ndey,Avtar 2 and gadar 2 ka waiting hai,2022-11-02T13:41:19Z,0,0
Thulasikan Thulasikan,😍😍😍👌👌👌,2022-11-02T13:41:19Z,0,0
Carl Lazarraga,"If this was realistic, the humans would just nuke them lol",2022-11-02T13:41:17Z,0,0
Jayden Rennie,I don’t know about that cgi,2022-11-02T13:41:16Z,1,0
vinod kumar,I wish Kate was in this trailer,2022-11-02T13:41:16Z,0,0
Joona Paananen,"The first one was first 3D movie ever. I remember at the end of the movie, there was an oil can or something similar, flying towards our faces and whole theatre audience tried to dodge it. I hope this one amazes as much as the first one did. &lt;3",2022-11-02T13:41:16Z,0,0
Vivek Malik,Avatar 2 beat Avatar 1 ?,2022-11-02T13:41:15Z,1,0
eSheep,Holy shit it's real its actually real I'm not crazy anymore,2022-11-02T13:41:14Z,0,0
Evie Macdonald,SCREAMING CRYING THROWING UP,2022-11-02T13:41:13Z,0,0
El Polo,"Fooled me once James Cameron Avatar, won't fool me again.<br>Avatar was one beautiful boring movie.",2022-11-02T13:41:13Z,1,0
Gatotac,wait so we waited 12 years for this shitty CGI ??,2022-11-02T13:41:12Z,0,0
HunterxHunted,Definitely the movie trailer of all time,2022-11-02T13:41:12Z,0,0
Tushar Modi,Will neyteri die???   What was that heartbeat thing in the beginning??,2022-11-02T13:41:11Z,0,0
John Kristiansson,"It's beautiful but the plot seems very weak. It's basically &quot;humans want to mine Pandora, Na'vi must protect their home&quot; again, but without the fish out of water story from the first movie.",2022-11-02T13:41:11Z,0,0
Rupshan gaming,Mark my words &quot;this movie is going to break record of every movie&quot;,2022-11-02T13:41:09Z,1,0
Mahesh HA,"Top Notch technology and direction,.. Cant wait to see this movie on a big screen. The director has created a whole new world which is a visual treat.",2022-11-02T13:41:09Z,0,0
rodeopumper,What about a 4k trailer for a James Cameron movie??????????,2022-11-02T13:41:09Z,0,0
ryan mccarty,How are Sigourney Weaver and Stephen Lang supposed to be in this?,2022-11-02T13:41:09Z,0,0
Carlos Reyna,Excelente!💣,2022-11-02T13:41:08Z,0,0
Better_india ch,If emotion fails this will fail ... probably crowd puller initially ..,2022-11-02T13:41:08Z,0,0
Familia,The moment I’ve been waiting for since 2009!!!! Can’t believe the finished finished filming the 3rd one too. ❤ This is the way.,2022-11-02T13:41:08Z,0,0
Dhananjay Kapoor,This movie feels like a spiritual journey,2022-11-02T13:41:05Z,0,0
Marcello,why the CG got bad with today's technology compared to the first,2022-11-02T13:41:04Z,0,0
Nighthawk,"VFX director: &quot;I mean, it would be a gorgeous shot, but it's way too complex... we simply don't have the technology to do it....&quot;<br><i>dramatic close up on Cameron's face</i><br>&quot;.....so let's make the technology.&quot;<br><i>dunnn!</i> hard cut to black.",2022-11-02T13:41:03Z,0,0
Prime number Buster,"In an era where superhero movies define and rule CGI, this movie will be a new Best score for everything out there. Finally a movie that actually looks like something that is possible in 2022.",2022-11-02T13:41:02Z,0,0
Rahul Prasade,I'm excited !!,2022-11-02T13:41:02Z,0,0
Dr ABK,Gonna be No. 1,2022-11-02T13:41:01Z,0,0
Richard's Music,wheres the 4k?!,2022-11-02T13:41:00Z,0,0
Abinash krishna,💙 blue heart,2022-11-02T13:40:55Z,0,0
Anup Das,It seems like a Dream,2022-11-02T13:40:54Z,0,0
Suli5241,"Well.... this is kind of disappointing, first teaser was much better, and now this film feels very predictable",2022-11-02T13:40:54Z,0,0
Eby krishna,The one and only AVATAR ❤️,2022-11-02T13:40:54Z,1,0
BETAGAMES HD,Best movie,2022-11-02T13:40:53Z,0,0
Ajith Gopi,This movie gonna suck for sure😌,2022-11-02T13:40:53Z,0,0
Pikamon,This is epic,2022-11-02T13:40:52Z,1,1
Ram_Charan_Fc,Avatar Is Not Just A Movie 💥<br>Is An Emotion For All Avatar Movie Fans ❤️,2022-11-02T13:40:51Z,1,0
They Call Me HeartFace.,"I have so much fear about the CGI and everything.<br>Avatar had an outstanding texture, so outstanding that still holds good by himself today even if we could notice how old its. (At least for me)<br><br>This could be a worldbreaker movie and my holy brain wish it ends even better than the first one.",2022-11-02T13:40:51Z,0,0
Samrat Roy,i need a 65&quot; 4k tv to watch it😁,2022-11-02T13:40:50Z,0,0
Felipe Cañas Rodriguez,Waited 10yrs for the new aquaman? 🫠,2022-11-02T13:40:50Z,0,0
radjyparamagourou m,Wow I'm eagerly waiting,2022-11-02T13:40:48Z,0,0
Matias Zegarra,Esperado la grandiosa película.....<br>Yo me pase el juego en PC...y es fantástico.....genial...y quiero que salga ya la película.....,2022-11-02T13:40:47Z,0,0
Games 4 days,&quot;Avatar 2 more of the same&quot; but 20 years later...,2022-11-02T13:40:46Z,0,0
Jadson Silva,What a beautiful trailer! 😍,2022-11-02T13:40:44Z,0,0
Gilbert Davis,Wow. Strong trailer. Looks magical which is a hard thing to accomplish these days.,2022-11-02T13:40:43Z,0,0
Manu Delpech,"Extraordinary but come on 20th Century Studios/Disney, CAN'T you upload the trailer of your biggest VFX heavy film in years in 4K?! This doesn't do them justice.",2022-11-02T13:40:43Z,0,0
prisca pierre,The fact that we will get more Avatar movies after this one makes me so happy. Waited so long.,2022-11-02T13:40:42Z,2,0
Hazel Conchata,Wow🥺,2022-11-02T13:40:42Z,0,0
ekko808,What the heck is going on in this comments section? This is a weird bot fest. This movie doesn't look that good but everyone is acting like Empire Strikes Back is coming out next month.,2022-11-02T13:40:42Z,0,0
Federico Rudolph,From the same country that brings war across all the entire world and does nothing about climate change.<br><br>The irony.,2022-11-02T13:40:41Z,0,0
afrid_beats,Avatar fans like❤,2022-11-02T13:40:41Z,0,0
"Hey, I'm Jose","am I the only who shed a tear watching this? I feel like my life has changed so much in 13 years, that it brought back a whole world of emotions.",2022-11-02T13:40:41Z,5,0
Athihe Robert,Sheeessh👍,2022-11-02T13:40:41Z,1,0
mairo sawaki,すげ〜‼️,2022-11-02T13:40:40Z,0,0
R.I.O.T Industries,"The fact that there will be three Avatar-movies after this one, is just mindblowing.",2022-11-02T13:40:40Z,0,0
Dis_ Inferno,CGI looks bad,2022-11-02T13:40:39Z,0,0
vmuajahid ansari,AWESOME,2022-11-02T13:40:38Z,0,0
Cookie Muffin,Die Ton Qualität ist so 🤢🤢🤢 das ich wärend des trailers abschalten musste...,2022-11-02T13:40:38Z,0,0
Siddhant k,Masterpiece in the making,2022-11-02T13:40:37Z,1,0
kavinee lakshean,One of the best trailer I have ever watched. Can not wait to see the movie.,2022-11-02T13:40:37Z,0,0
Tech Ninja,I hope the Avatar game is using some of these assets....If they are its going to look incredible,2022-11-02T13:40:37Z,0,0
akshay c s,❤️,2022-11-02T13:40:34Z,0,0
BETAGAMES HD,👍👍👍👍👍😃👍👍,2022-11-02T13:40:33Z,0,0
Harsha Ms,"<a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=0m23s"">0:23</a> hey🧐,baby avtar👣👣🌊🌊🌊❄️🏔️",2022-11-02T13:40:32Z,0,0
James Khawbung,I need you' I need you to be strong <br>          This line literally gives me Goosebums,2022-11-02T13:40:32Z,26,1
Светлана Иванова,Красотища!!!,2022-11-02T13:40:32Z,0,0
BRAHIM Vlogs,OMG !!!,2022-11-02T13:40:32Z,1,0
Okjuststopbro Okjuststopbro,"oh my, we have been waiting so long for this, and i bet it was worth waiting",2022-11-02T13:40:32Z,0,0
Anuar Omarov,WOW!,2022-11-02T13:40:31Z,0,0
Apinez Stats,1.5 million views in just 1 hour<br>damn...,2022-11-02T13:40:29Z,1,0
Arjun Prasad,ലോക സിനിമയിലെ സകലമാന റെക്കോർഡുകളും തൂത്തുവാരാനും ബോക്സ്‌ ഓഫീസ് തൂക്കി അടിക്കാനും ആളുകളെ രോമാഞ്ചത്തിന്റെ അതിന്റെ ഏറ്റവും വലിയ പീക്ക് ലെവലിൽ എത്തിക്കാനും ഡിസംബർ 16ന് ജെയിംസ് ക്യാമറൂണിന്റെ പ്രിയപുത്രൻ വരുന്നു............<br><br>Avatar The Way of Water 🔥,2022-11-02T13:40:28Z,2,0
Jered Coffield,"I'm going to call it now.  This movie will make another billion dollars, but it's going to be bad.  And 100% Jake Sully dies.  Lets face it, even though he got turned into a big blue alien indigenous tribesman, underneath he's still a cis gendered white male.  Can't have a cis gendered white male saving the day because that supports the patriarchy.",2022-11-02T13:40:27Z,0,0
caelan wildman,Zoe Saldana has legitimately been in the biggest blockbuster movies of all time,2022-11-02T13:40:27Z,3,0
Aryakalpa Bhattacharya,<b>Never thought that 2nd Avatar movie will be here before </b><b><i>Kalki Avatar</i></b>,2022-11-02T13:40:26Z,1,0
My village Food channel,Wow welcome back,2022-11-02T13:40:26Z,0,0
DannoOMG Danno,Why do they have to have battles and shit? Just have them walk around Pandora and look at different critters/plants etc.<br><br>It's literally the same movie as the last one which was Dances with wolves in space.,2022-11-02T13:40:25Z,0,0
Brutus Gaming,MCU See this 🤣,2022-11-02T13:40:25Z,0,0
malachai uys,"<b>&quot;There's like 50 million planets the humans can go to, why do they keep coming back to get their mechanical buts whipped?!&quot;</b><br><br>~some Na'avi dude",2022-11-02T13:40:25Z,1,0
I KNOW YA WRONG ♂️,"I'm sad to say that I am not looking forward to this <b>LONG</b> awaited movie. <br><br>Many of us thought it wasn't happening. <br>And for a long time, I believed that too. <br><br>I just don't know where this one is going tbh? <br>The humans are gone right?",2022-11-02T13:40:23Z,0,0
G K,Multi billion 4d 8k virtual reality movie and you cant even upload 4k trailer on Youtube.,2022-11-02T13:40:22Z,0,0
Shani Raj,"RIP to all those avatars fan who waited to see the sequel but, died in unfortunate or unexpected ways.",2022-11-02T13:40:21Z,1,0
Adhithyan Narasimma,"fan from INDIA Tirunelveli... seeing GOD KRISHNA like face to face experience.......... in JAKE Hero,.. &quot;HARE KRISHNA&quot; ♥♥♥",2022-11-02T13:40:21Z,0,0
Dinesh Kumar,"Don’t judge a Book by it’s Cover, The Movie is going to be Fantastic!",2022-11-02T13:40:20Z,0,0
Мастак,Ура,2022-11-02T13:40:20Z,0,1
Michael Wilson,All this time we’ve waited just for that? Oh god rip to the people invested in this that junk was lame,2022-11-02T13:40:19Z,0,0
Sojan SJ,Waiting ❤,2022-11-02T13:40:17Z,0,0
Bodhi,Hello world ❤️❤️🫶,2022-11-02T13:40:17Z,0,0
Виктор Дронин,Странно негра или китайца среди нави нет. (в России это не оскорбиление). А то кто вас буржуев знает.,2022-11-02T13:40:17Z,0,0
Brother Of SHAIK PSPK,ఈ సినిమా పెద్ద విజయం సాదించాలి అనీ<br>మనసుపూర్తిగా కోరుకుంటున్నాము 💐💐<br>FROM 🇵 🇸 🇵 🇰 FANS .. ✊️✊️💖,2022-11-02T13:40:16Z,2,0
Ale,"damn, this movie will be epic",2022-11-02T13:40:15Z,0,0
Anushka sen,Where are the humans gone ?,2022-11-02T13:40:15Z,0,0
GST,ok so it's full blown cartoon now. no resemblance to actual movie,2022-11-02T13:40:15Z,0,0
BOBYtheGAMER [OFFICIAL],Amazing 😯😯😲😲😲😲😲😲😲😲,2022-11-02T13:40:15Z,0,0
David Cardona,I can't wait to watch it !,2022-11-02T13:40:13Z,0,0
AM malayalam Vlogs,Waiting 🥰🥰🥰🥰,2022-11-02T13:40:13Z,0,0
August PH,Ну вот и кино посмотрел,2022-11-02T13:40:12Z,0,0
Uli Darrel Liu,"I was 13 that time and i'm 26 now, i'm waited too long but i hope it worth it to wait :)",2022-11-02T13:40:11Z,0,0
Walkuerus,Is there a 4k Version?,2022-11-02T13:40:09Z,0,0
vinod godipelli,Exlent,2022-11-02T13:40:09Z,1,0
Rock Sidhu,Omg Im waiting advance tickets,2022-11-02T13:40:08Z,0,0
Lcvender latte,i grew up with this show i cant believe im going to be able to witness this again for the 2nd time in my lifetime,2022-11-02T13:40:08Z,0,0
Eru Shi,"I loved the scifi machines, but man i love the biology of that planet, id love to ride those dragons and soar in the skies of pandora",2022-11-02T13:40:06Z,0,0
Ross Tully,The first movie is SOOOO over rated and this will be worse,2022-11-02T13:40:05Z,0,0
Edgar Jr Lim,Then 90% of them die out because of the diseases those men bring in their world.,2022-11-02T13:40:04Z,0,0
Abinash,Absolutely stupendous trailer👌😍. Be ready to witness the biggest movie of the world - AVATAR: The Way Of Water ❤🤩. Box office records is going to be broken definitely💯🤞.,2022-11-02T13:40:04Z,1,0
Vamshidhar,I am from India<br>Avatar made my childhood 😃😘<br>Eagerly waiting for this epic,2022-11-02T13:40:04Z,0,0
Futebol Daora,I miss enjoying a good cgi in theaters,2022-11-02T13:40:04Z,0,0
Raja Bhai,Avatar 2 trailer hindi,2022-11-02T13:40:03Z,1,0
Daniel Roberts,What a weird choice to have Sigourney Weaver voice a child...,2022-11-02T13:40:02Z,0,0
🔔 Complete the challenge 500 subcriber 🙏,"&quot;&quot;I respect everyone who were involve in this serisel the best peace that I&quot;be ever seen on YouTube, HATS OFF TO WELL ALL! LOVE YOUR VIDEOS!🥳😊🥳😊🥳😊😚",2022-11-02T13:40:01Z,1,0
Adrian García,Te Amo Avatar  valió la pena la espera ahora mis hijas ya están grandes y ya estamos listos para el estreno en cines,2022-11-02T13:40:01Z,25,0
baronobo,Papyrus!,2022-11-02T13:40:00Z,0,0
Great News,At first i thought that they cloned Grace fr,2022-11-02T13:39:58Z,0,0
123 123,s0mple,2022-11-02T13:39:57Z,0,0
Jesse Lee,Apparently the 3rd one is already filmed and 4th one is being developed and they won't be released until almost 2030. That is crazy af. I already knew that movies with a lot of cgi and vfx effects take a lot longer but it's no wonder it took so long for them to release the 2nd. I mean this entire movie is pretty much cgi so it makes sense I guess,2022-11-02T13:39:56Z,0,0
JAB,This dude literally betrayed his whole human race for some alien booty 💀,2022-11-02T13:39:55Z,0,0
🔔 Complete the challenge 500 subcriber 🙏,"literally to the 1% who's reading this, may your dreams come true, stay safe and have a wonderful day.please look at challenge.😊😘😊😘😊😘",2022-11-02T13:39:55Z,1,0
mounir maged,Zoe Saldana being among the highest grossing franchises seems to be a thing lol,2022-11-02T13:39:51Z,0,0
• ᴅ ʏ ꜱ ᴛ ᴏ ᴘ ɪ ᴀ •,Es hermoso cada fragmento de esta película 😊🌸 la espero con ansias ✨,2022-11-02T13:39:50Z,42,5
Chris Colbert,Remember going to see the first one at 9 years old with my family in 3d. Never going to forget that experience and hope to make new ones with this new movie.,2022-11-02T13:39:49Z,0,0
Reuben,Can’t wait to see you,2022-11-02T13:39:49Z,0,0
Clown Baby,Same graphics as 14 years ago…..word,2022-11-02T13:39:48Z,0,0
ThenameisManu,Visual wonder ❤️❤️❤️,2022-11-02T13:39:47Z,0,0
S∆IF,Yessirrrrr,2022-11-02T13:39:47Z,0,0
Amin Person,So it took 13 years to make this cartoon? What is this movie?,2022-11-02T13:39:47Z,0,0
Timon Pumba,Every frame of this trailer is jaw dropping....just beautiful❣️,2022-11-02T13:39:47Z,9,0
BEAST,💖 infinity times 🥰,2022-11-02T13:39:43Z,1,0
